id,title,description,status,priority,created_date,resolved_date,resolution
130,SD/FI vault models lack dbt_semantic_model/column-lineage in create_s2t bundle - generator refs vault (post-#129) but guesses SAP column names + hallucinates models,"After #129's RULE 3 directive, create_s2t correctly refs VAULT models for marts/obt (verified on test term BG031: vault-only refs, 0 staging). But the bundle surfaces vault model NAMES without their business COLUMN names, so the LLM uses staging/SAP column names (FKDAT, FKSTO, NETWR, VBELN) that do not exist in the vault sats (which use billing_date, cancelled_flag, revenue_amount, payer_id) and hallucinated a non-existent sat (sat_billing_item). Result: vault-LAYERED but UNBUILDABLE SQL. Fix: add dbt_semantic_model (Layer B) / dbt_column_lineage coverage for the SD/FI vault models so the bundle exposes their real columns; then the #129 directive is sufficient for auto-buildable vault marts. (Manual BG030 vault refactor built fine because the human knew the real column names.) Fix-path = grounding + verification, not trust: (1) surface vault column schemas in the bundle (dbt_semantic_model exposed_columns_json / dbt_column_lineage); (2) add a deterministic column-existence pre-flight that checks every referenced column against the target vault model actual columns (information_schema/dbt catalog) and rejects/repairs on mismatch; (3) dbt build is the hard backstop - it cannot materialize a model referencing a non-existent column/model. LLM hallucination is CAUGHT, not prevented by prompting.",resolved,high,2026-06-29,2026-06-29,"Implemented app/_vault_grounding.py: (1) vault_schema_block() injects real vault column schemas into the create_s2t prompt (grounding); (2) verify_vault_columns() pre-flight flags <alias>.<col> refs to vault models where the column is not real; (3) verify_no_staging_refs() hard-enforces RULE 3 (marts/obt vault-only). Wired into the create_s2t F.4 retry loop (MAX 2->3): staging-ref and bad-column violations now reject + retry with the real columns. Verified end-to-end on fresh term BG031: attempt 1 reached staging -> rejected -> regenerated vault-only -> column audit clean -> dbt run OK -> revenue penny-exact EUR9,494,584. dbt build + repair_dbt_model_sql remain the deploy-time hard backstop."
131,grain_relationship pre-filter requires shared numeric column names (SAP-shaped),"The analyzer's pair pre-filter needs a shared numeric column NAME between two tables (SAP header/detail convention). On Olist, where numeric column names never repeat across tables, it emitted 0 pairs — the sum-match heuristic produces no evidence on sources with distinct naming. join_cardinality covers the gap partially.",resolved,medium,2026-07-04,2026-07-05,Pre-filter no longer requires a shared numeric column name; pairs qualify on a shared join key and analyze_pair emits an explicit canonical skipped DAR when sum-match does not apply. On Olist: 0 pairs/total silence -> 10 pairs with explicit 'no shared numeric columns' records.
132,FK/join discovery misses semantically-joinable columns with different names,"Olist geolocation.geolocation_zip_code_prefix joins customers.customer_zip_code_prefix / sellers.seller_zip_code_prefix — the dataset's most dangerous fanout (up to 1,146 rows per key) — but shared-name matching and schema_discovery FK detection both miss it. No cardinality evidence exists for the join, so F.3 passes it through unexamined. Needs fuzzy/suffix name matching or value-overlap probing.",resolved,high,2026-07-04,2026-07-05,"join_cardinality gained candidate Source D: suffix-token name matching (customer_zip_code_prefix <-> geolocation_zip_code_prefix via shared suffix zip_code_prefix), validated empirically like all candidates. The geolocation joins are now discovered and classified: customers x geolocation avg 65.4x, sellers x geolocation avg 128.3x, both catastrophic_fanout, so F.3's lazy lookup now gates them. Inert on sources without underscore-composed names."
133,"schema_discovery relationship shapes use distinct-key ratios, not row multiplicity","orders<->order_payments was shaped one_to_one (distinct order_id counts match) although 2,961 orders have multiple payment rows (avg 1.03, max 3). join_cardinality's per-direction measurements are the authoritative evidence; the shape field is cosmetic-but-misleading. Consider deriving shapes from the direction_fanout data.",resolved,medium,2026-07-04,2026-07-05,Shape classification now uses per-side key duplication (dup >= 2 and dup > 0.1% of rows) instead of a 1.2 count-ratio threshold. orders<->order_payments correctly classifies header_detail (1:N); customers<->orders stays one_to_one. Verified on Olist and on the SAP unit-test fixtures.
134,BG033 semantic validator warnings pending analyst review,"fact_repeat_customer_rate passed semantic validation (match=true) with two warnings: (1) the first-order baseline excludes canceled/unavailable orders, so a person whose first-ever order was canceled is misclassified as first-time on their next order; (2) the mart also excludes status='unavailable' from the denominator, which the term definition does not specify (3.0% vs 3.017% overall). Both need an analyst ruling on the term contract.",resolved,low,2026-07-04,2026-07-04,"Analyst ruling applied via repair_semantic_mismatch: numerator/denominator exclude only order_status='canceled' (matching the GMV mart and the term contract), and the per-person first-order baseline is computed across ALL orders regardless of status ('placed at least one earlier order' includes canceled orders). Deployed value moved 3.0% -> 3.044%, independently reconciled. External reviewer also flagged the cross-mart filter drift; both marts now apply canceled-only."
135,Deploy step d.5 semantic gate reads OBT metadata before the view materializes,"During BG032's UI deploy, step d.5 logged 'metadata read failed: Catalog Error: Table obt_ecommerce_on_time_delivery does not exist' for the OBT while validating it - the gate ran a beat before dbt created the view; it degraded gracefully (warn) and dbt test subsequently passed. Sequencing: the semantic gate should run after the model it validates is materialized, or retry once after step e. Non-fatal; deployed mart independently reconciled (91.888%).",open,low,2026-07-06,,
136,F.3 validator fails open on internal errors,"When the F.3 cardinality validator raises, create_s2t logs '[WARN] F.3 validator raised: ...; skipping enforcement' and treats validation as passed. Review round 3: the gate that guards catastrophic joins fails open, so a validator bug disables the protection silently. Consider fail-closed with a single retry, or requiring explicit analyst acknowledgement in the result payload.",resolved,medium,2026-07-06,2026-07-06,"F.3 now fails closed: the validator gets one retry for transient errors, and a persistent failure returns a structured refusal (f3_validator_unavailable) instead of silently skipping enforcement. Pinned by tests (persistent failure refuses; single transient failure retries and proceeds)."
137,Join-key discovery: value-overlap probing (completes #132),"The #132 fix added suffix-token name matching, which found the zip-prefix joins but cannot see semantically joinable keys with unrelated names (cust_id vs customer_ref). The designed completion is value-overlap probing: for type-compatible column pairs, sample values and measure overlap; candidates above threshold enter the same empirical measurement pipeline. Bounded cost via sampling and per-pair caps.",resolved,medium,2026-07-06,2026-07-06,"Source E (value-overlap probing) added to join-candidate enumeration: type-compatible, key-shaped column pairs are probed by sampling distinct values (deterministic hash ordering, 200-value sample, 50% threshold, 20 probes per pair); hits enter the standard empirical measurement. Key-shaped means strings above a small cardinality floor and integers at surrogate-key cardinality; floats and small-int sequences are excluded after the first live sweep showed payment amounts 'joining' product weights by value-range coincidence. Verified: finds cust_id<->customer_ref (unit test) and discovered the cross-named city/state join hazards on Olist (customer_state x seller_state avg 4288x, recorded catastrophic)."
138,Vault hash-key recipe divergence across generation sessions,"BG035's generated satellite computed hk_olist_order as MD5(UPPER(TRIM(order_id))) while the existing hub used dbt_utils.generate_surrogate_key. Same natural key, different hashes: every join missed and the deployed mart was EMPTY while dbt run/test passed green. Found by the analyst-verification reconciliation step (independent SQL said 64.1576%; mart said nothing).",resolved,high,2026-07-07,2026-07-07,"Three-part fix: (1) the three BG035 vault models repaired to generate_surrogate_key and full-refreshed - mart now reconciles exactly at 64.1576% (61,898/96,478); (2) hash-key convention added as a hard rule in the vault grounding block so generation cannot diverge again; (3) deterministic zero-row gate added as deploy step d.4 - deployed models with zero rows now hard-fail before semantic validation."
139,UI staging references hardcoded stg_sap__ prefix,"Term Detail data profiling (and three sibling code paths in Business_Glossary.py plus the shared SQL rewriter in _data_analysis_shared.py) built staging names as stg_sap__<table> regardless of active source, producing 'Could not profile main_staging.stg_sap__orders' errors on Olist terms. Found by the analyst during the BG035 UI walk.",resolved,high,2026-07-07,2026-07-07,Source-aware staging_prefix()/source_schema() helpers added to _data_analysis_shared.py (env-config driven); all five hardcode sites now use them.
140,Parquet ghosts: exporter never pruned dropped tables,"export_parquet.py only ever COPYs; tables dropped from the DuckDB (decommissioned seeds from 2026-04, archived marts, a __dbt_backup artifact) survived forever as parquet files, and the app's parquet-backed connection kept serving them. Analyst noticed the Seeds Catalog diagnostic: 37 seeds in main_seeds vs 31 CSVs in dbt/seeds.",resolved,medium,2026-07-08,2026-07-08,"Exporter now prunes any parquet file without a corresponding live DB table after each export (10 ghosts removed on first run: 6 decommissioned seeds, 2 archived marts, 1 archived OBT view, 1 dbt backup artifact). main_seeds parquet count now equals the CSV count."
141,Olist CI red for 5 runs: cross-source dim_date dependency + nobody watched the guard,"BG032's and BG035's generated OBT views LEFT JOIN dim_date (the conformed calendar mart) - a legitimate Kimball pattern, but the Olist CI workflow built only models/olist, so the clean-clone build lacked dim_date and failed from c8ec981 onward. Five consecutive red runs went unnoticed until the analyst asked about GitHub failure emails. Bonus finding: dim_date's spine started at 2023, so the calendar joins produced NULLs against Olist's 2016-2018 data even locally.",resolved,high,2026-07-07,2026-07-07,"CI builds ancestors (dbt build --select +models/olist); dim_date spine widened to 2016-01-01 (conformed across source eras); the workflow now also asserts the two newer published numbers (on-time 91.888, cross-state 61898/96478) so all four Olist results are rot-guarded. Process lesson: check the workflow result after every push that touches olist models."
