id,date,decision,hypothesis,what_we_did,what_happened,conclusion,version,never_repeat,reverted
121,2026-06-28,bg030_deployed_contribution_margin_mart,Stage E: does the generated contribution-margin SQL build and produce correct numbers?,"Deployed fact_contribution_margin_by_segment (marts) + obt view. dbt run OK. Grain clean (138=138 rows/grain), revenue reconciles to EUR9,494,584 (penny-exact), device->cost join 1:1 (NETPR per-unit ~EUR53), 100% device coverage, 91% in 24mo window.","Margin ~93% is CORRECT for this synthetic data (devices cheap vs fee), not a fanout/overstate bug (initially suspected, disproved on reconciliation). Only 0-12/12-24 tenure bands populate and sign-flip is absent because device cost is tiny and data window is 25mo - both synthetic-data artifacts that resolve with real device costs + longer history.",Customer-centric CPE contribution margin (service_plan x tenure_band x month) deployed end-to-end Stage 0->E. Always reconcile suspected magnitude bugs to source before declaring a defect.,path3_walk,true,false
122,2026-06-28,bg030_mart_refactored_to_vault_layer,Commit gate blocked: Stage D generated a mart that refs staging directly (RULE 3 violation #129).,Verified the SD/FI vault exposes every needed field; rewrote the fact onto vault-only refs; found+fixed a 2x SCD2 fanout in sat_equipment_general (QUALIFY current-version); added DIRECTIVE 3f-LAYERING to the create_s2t prompt so the generator targets vault upstream.,"Revenue reconciles penny-exact (EUR9,494,584), grain 138=138 clean, RULE 3 OK. Vault version also corrected the AUDAT->first-bill deviation (now COALESCE(startup_date, first_bill) per #119).","Marts must build on the vault layer; enforce the layering rule at GENERATION (prompt), not only at the commit gate.",path3_walk,true,false
123,2026-06-29,enforce_rule3_and_vault_columns_at_generation,#129 prompt directive alone made create_s2t ref vault but guess SAP column names + still reach staging for data not seen in vault (#130).,"Added app/_vault_grounding.py (grounding + deterministic pre-flights) and wired RULE-3 staging-ref + #130 column checks into the create_s2t retry loop (reject+retry). Ground it, verify it, never trust it.","Fresh term BG031: staging-reach rejected->retried vault-only, vault columns verified clean, dbt run OK, revenue penny-exact. Layer + column correctness now enforced at generation, not only the commit gate.",Enforce architecture rules at GENERATION with deterministic pre-flights + bounded repair-retry; dbt build is the hard backstop.,path3_walk,true,false
124,2026-07-04,second_source_experiment_olist_proves_agnostic_mechanism,"The EDA + staged-LLM pipeline is source-agnostic in design; pointing it at a foreign source (public Olist e-commerce data, not authored in this repo) should produce correct, deployable marts.","Loaded 9 Olist tables into raw_olist; parameterized the source schema (DG_SOURCE_SCHEMA via scripts/_source_config.py); ran deterministic + LLM analyzers, then Stage A->E for BG031 (monthly GMV by category) and BG033 (repeat customer rate).","Both terms deployed and reconciled independently: BG031 to the cent (13,496,408.43 BRL, 1,282 rows); BG033 chose customer_unique_id where the naive order-scoped key yields 0.0% repeat rate (correct: 3.017%). Total LLM cost ~$3.",The mechanism generalizes. Source onboarding = load schema + dictionary rows + run analyzers. Olist demo models live under dbt/models/olist behind DG_ENABLE_OLIST.,,false,false
125,2026-07-04,join_cardinality_direction_aware_fanout,"Fanout classification that ignores join direction wrongly rejects safe N:1 lookup joins (decoder tables, dims) whose reverse direction explodes.",run_join_cardinality_analysis now measures BOTH directions per direct candidate and records direction_fanout + safe_direction in the DAR; scope viability and the F.3 validator accept pairs with a recorded safe direction; the Stage A prompt renders the safe direction.,"Olist category_translation->products (avg 443x one way, 1.0 the other) went from hard-rejected to correctly usable; Stage A validation issues dropped to zero and the generated SQL joined in the safe direction, citing the DAR.","Direction is part of cardinality evidence, not an afterthought. The grain/semantic gate at deploy remains the backstop for SQL that joins in the exploding direction.",,false,false
126,2026-07-04,greenfield_source_generation_contracts,Generation-path contracts written for an ontology-covered source (RULE 3 repair hint naming SAP satellites; BAR promotion requiring Layer B citations; grounding block covering only vault schemas) fail structurally on a source with zero dbt coverage.,Made the RULE 3 repair hint source-neutral with explicit greenfield guidance (propose the staging->vault->mart chain in one payload); extended vault_schema_block with sibling-mart schemas; allowed empty dbt_semantic_model_consumed on promoted BARs when dbt_column_lineage shows no coverage for the scope.,BG031's second attempt proposed a complete 12-model chain that built green; BG033's regenerate proposed the missing customer vault coverage instead of forcing a join onto the SAP dim_customer (whose lack of customer_unique_id the extended grounding made visible).,Every generation-time contract needs a defined greenfield behavior. Grounding must cover everything the model is allowed to ref().,,false,false
127,2026-07-04,blind_definition_probe_bg034_customer_key,"External review (correctly) noted BG033's definition contained the customer-key warning, so the pipeline executed a warned constraint rather than discovering the trap. Probe: does it still choose customer_unique_id when the definition carries NO hint?",Added BG034 with the hint-free definition ('a repeat customer is a person who has placed at least one earlier order at any prior time') and ran Stage A + the term-analysis loop blind.,"Stage A chose customer_unique_id as the person key with high confidence, citing the catalog documentation ('use this to find repeat customers across orders') and the 1:1 customer_id EDA evidence. The BAR's SQL also used customer_unique_id and never the order-scoped key. The run then hard-stopped on the citation-audit guardrail (hard_stop_citation_audit_failure) instead of converging. Probe cost $0.29.","Honest claim: the trap is resolved from CATALOG DOCUMENTATION + PROFILED EVIDENCE, not from the term definition - and not from data alone either (the dictionary rows carry the public dataset docs). Reading the catalog correctly is the product working as designed; claiming blind discovery would overstate it. The hard stop shows the convergence gate is stricter than the key choice.",,false,false
128,2026-07-06,freshness_gate_source_scoped_and_warns_not_blocks,"During the BG032 clean-room run, eleven stale SAP domain facts hard-blocked Create S2T for an Olist term: wrong scope (facts carry no source awareness) and wrong severity (owner considers analyst discretion appropriate for staleness).","Two changes per analyst ruling: (1) the freshness gate now counts only facts whose scope_tables exist in the active source schema (DG_SOURCE_SCHEMA), so one source's fact hygiene never gates another source's work; (2) red staleness now renders a warning at the write buttons (Create S2T, Domain Report) instead of disabling them - supersedes the original block-on-red rule at those two sites. The Olist loader now also records ingestion_log entries.","Olist mode: 0 in-scope facts -> green, never blocked by SAP facts. SAP mode: 11 facts still governed. Buttons enabled with an explicit stale-facts warning and the refresh command named.","Staleness is information for the analyst, not a lock. Scoping stays interim until source_system is first-class across the knowledge graph (consolidated catalog). Approval form also warns when no deployed S2T exists (a term approved before its S2T silently skipped the stage in the clean-room run).",,false,false
129,2026-07-06,cross_vendor_review_convergence_and_claim_narrowing,Three same-family (Claude) adversarial reviews might share blind spots; a cross-vendor (GPT) static review tests whether the claims survive different priors.,"Provided the repo as a ZIP for offline static inspection (no internet in the reviewer sandbox; reproduction delegated to the public CI runs). The reviewer audited prompt/template leakage, the blind-probe framing, and claims-vs-committed-evidence.","Verdict 8.2/10, 'would respect it'. Leakage audit passed: customer_unique_id appears nowhere in prompts or generation code, only in the dictionary generator and records. The blind-probe framing was called 'surprisingly honest'. One wording finding: 'learns the source system from the actual data' overstates - semantics also come from catalog metadata. #136 (F.3 fail-open) re-flagged as the top production concern by a second independent reviewer.","Headline narrowed to 'learns the source system from profiled data, schema structure, and catalog metadata' (the reviewer's own wording). Convergence across two model families ends the review loop per the pre-committed stop condition; remaining findings (#136 fail-closed, #137 value-overlap) are the top of the technical roadmap.",,false,false
130,2026-07-06,bg034_blind_run_converges_after_citation_audit_parser_fix,BG034's hard_stop_citation_audit_failure (decision #127) was assumed to be the convergence gate being stricter than the key choice. Root-cause it instead of accepting it.,"Read the iteration trace: gates_result.unknown_refs = ['column:PRECEDING', 'column:UNBOUNDED']. The citation audit's bare-token extractor lacked the SQL window-frame vocabulary and flagged the keywords of ROWS BETWEEN UNBOUNDED PRECEDING as unknown columns. Added the window-frame keywords to _SQL_KEYWORDS (pinned by unit test) and re-ran BG034 blind.","BAR-00014: converged, confidence high, customer_unique_id chosen with no hint in the definition, all term conditions covered, zero conditions missed, $0.26. The original failure was a false positive of the audit, not a model limitation - the model's SQL and citations were correct all along.","The blind probe now demonstrates full convergence: person-key resolution from catalog documentation plus profiled evidence, self-certified through the model's own gates. Same bug genre as the lineage literal (keyword/identifier-blind token extraction); audit both remaining bare-token extractors for vocabulary gaps.",,false,false
